,Popularity,Country/ Region,Term,Full Form | Definition | Meaning,Main Category,Subcategory
358,40,Papua New Guinea, ADC , Abau Airport ,Transport & Travel,Airport Codes
359,40,Worldwide, ADC , Apparent Diffusion Coefficient ,Medical,Laboratory
360,30,United States, ADC , American-Arab Anti-Discrimination Committee ,Associations & Organizations,Regional Organizations
361,30,Australia, ADC , Armidale Dumaresq Council ,Regional,Provinces
362,30,United States, ADC , Agree Realty Corporation ,Business,NYSE Symbols
363,20,United States, ADC , Aerospace Defense Command ,Governmental,Security & Defence
364,20,Jordan, ADC , Aqaba Development Corporation ,Governmental,Departments & Agencies
365,40,Worldwide, ADCA , Advance Diploma in Computer Applications ,Academic & Science,Courses
366,30,United States, ADCA , American Dexter Cattle Association ,Associations & Organizations,Animal Welfare
367,30,Australia, ADCA , Australian Die Casting Association ,Associations & Organizations,Trade Associations
368,20,Australia, ADCA , Alcohol and other Drugs Council of Australia ,Associations & Organizations,Social Welfare Organizations
369,20,Worldwide, ADCA , Autosomal Dominant Cerebellar Ataxias ,Medical,Diseases & Conditions
370,10,United States, ADCA , American Dental Coders Association ,Associations & Organizations,Professional Associations
371,10,United States, ADCA , Antique Doorknob Collectors of America ,Associations & Organizations,Regional Organizations
372,60,United Arab Emirates, ADCB , Abu Dhabi Commercial Bank ,Business,Banking
373,40,Worldwide, ADCB , Asymmetric Double Cantilever Beam ,Academic & Science,Chemistry
374,60,Worldwide, Addl , Additional ,Miscellaneous,Chat & Messaging
375,30,Worldwide, ADDL , Animal Disease Diagnostic Laboratory ,Animal Kingdom,Pets & Domesticated
376,30,Worldwide, ADDL , Amyloid beta-Derived Diffusible Ligand ,Medical,Genetics
377,60,Worldwide, ADF , Application Development Framework ,Computing,Programming & Development
378,40,Worldwide, ADF , Ár nDraíocht Féin  ,Associations & Organizations,Religious Organizations
379,40,United States, ADF , African Development Foundation ,Governmental,Departments & Agencies
380,40,United States, ADF , Alternative Display Facility ,Business,Stock Market
381,40,Worldwide, ADF , Automatic Document Feeder ,Technology,Imaging & Printing
382,30,United States, ADF , Alliance Defending Freedom ,Associations & Organizations,Regional Organizations
383,30,Australia, ADF , Australian Defence Force ,Governmental,Military
384,30,United States, ADF , American Dance Festival ,Arts,Performing arts
385,30,United Kingdom, ADF , Asian Dub Foundation ,News & Entertainment,Music
386,30,Worldwide, ADF , Amiga Disk File ,Computing,File Extensions
387,20,Turkey, ADF , Adıyaman Airport ,Transport & Travel,Airport Codes
388,10,Worldwide, ADF , Application Development Facility ,Computing,Programming & Development
389,50,India, ADGP , Additional Director General of Police ,Governmental,Police
390,30,United States, ADGP , Annual Disaster Giving Program ,Associations & Organizations,Social Welfare Organizations
391,20,Worldwide, ADGP , Active Directory Group Policy ,Computing,Software & Applications
392,10,Australia, ADGP , Australian Divisions of General Practice ,Associations & Organizations,Medical Organizations
393,20,India, ADGPI , Additional Directorate General of Public Information ,Governmental,Military
394,50,Worldwide, ADHD , Attention Deficit Hyperactivity Disorder ,Medical,Diseases & Conditions
395,60,Worldwide, ADI , Area of Dominant Influence ,News & Entertainment,TV & Radio
396,40,Worldwide, ADI , Acceptable Daily Intake ,Medical,Medicines & Drugs
397,40,United States, ADI , Analog Devices ,Business,Companies & Corporations
398,40,Sao Tome And Principe, ADI , Independent Democratic Action ,Governmental,Politics
399,40,Worldwide, ADI , Attitude Director Indicator ,Technology,Airplanes & Aircraft
400,30,Italy, ADI , Associazione per il Disegno Industriale ,Associations & Organizations,Trade Associations
401,10,Namibia, ADI , Arandis Airport ,Transport & Travel,Airport Codes
402,20,United Arab Emirates, ADIB , Abu Dhabi Islamic Bank ,Business,Banking
403,100,Worldwide, Adidas ," from the name of its founder, Adi Dassler ",Business,Companies & Corporations
404,30,Australia, ADIN , Australian Drug Information Network ,Computing,Internet
405,70,Worldwide, ADL , Activities of Daily Living ,Medical,Hospitals
406,50,United States, ADL , Arthur D. Little ,Business,Companies & Corporations
407,50,Australia, ADL , Adelaide Airport ,Transport & Travel,Airport Codes
408,50,Worldwide, ADL , Architecture Description Language ,Computing,Programming & Development
409,30,United States, ADL , Anti-Defamation League ,Associations & Organizations,Regional Organizations
410,30,Canada, ADL , Arctic Digital Ltd ,Business,Companies & Corporations
411,50,United States, ADM , Archer Daniels Midland Company ,Business,Companies & Corporations
412,40,United States, ADM , Average Daily Membership ,Governmental,Census & Statistics
413,40,Worldwide, ADM , Admiral ,Governmental,Military
414,40,Worldwide, ADM , Add-Drop Multiplexer ,Technology,Communication
415,40,United Arab Emirates, ADM , Abu Dhabi Media ,Governmental,Firms & Organizations
416,30,Worldwide, ADM , Aeronautical Decision Making ,Transport & Travel,Air Transport
417,30,Worldwide, ADM , Atomic Demolition Munition(s) ,Governmental,Weapons & Forces
418,30,United Arab Emirates, ADM , Abu Dhabi Municipality ,Governmental,Departments & Agencies
419,30,Worldwide, ADM , Absolute Distance Meter ,Technology,Tech Terms
420,30,Worldwide, ADM , Application Development and Maintenance ,Business,Services
421,20,United States, ADM , Ardmore Municipal Airport ,Transport & Travel,Airport Codes
422,20,Worldwide, ADM , Architecture Development Method ,Academic & Science,Architecture & Constructions
423,20,Spain, ADM , Armas de Destrucción Masiva ,Governmental,Weapons & Forces
424,20,Worldwide, ADM , Additional Dealer Markup ,Business,Business Terms
425,20,Cape Verde, ADM , Aliança Democrática para a Mudança ,Governmental,Politics
426,20,Worldwide, ADM , Arrow Diagramming Method ,Business,Business Management
427,70,Worldwide, ADMA , Asymmetric Dimethylarginine ,Medical,Anatomy & Physiology
428,10,Worldwide, ADMA , Aviation Distributors and Manufacturers Association ,Associations & Organizations,International Orgaizations
429,70,Worldwide, Admin , Administrator ,Miscellaneous,Chat & Messaging
430,20,Australia, ADMIN , Australian Disaster Management Information Network ,Governmental,Policies & Programs
431,40,India, ADMK , Anna Dravida Munnetra Kazhagam ,Governmental,Politics
432,80,Worldwide, ADN , Application Delivery Network ,Computing,Networking
433,50,United Arab Emirates, ADNOC , Abu Dhabi National Oil Company ,Business,Companies & Corporations
434,100,Worldwide, Adobe , from Adobe Creek that ran behind the house of co-founder John Warnock ,Business,Companies & Corporations
435,80,Worldwide, ADOS , Autism Diagnostic Observation Schedule ,Medical,Laboratory
436,80,Worldwide, ADP , Automatic Data Processing ,Business,Companies & Corporations
437,50,Worldwide, ADPCM , Adaptive Differential Pulse-Code modulation ,Computing,Codec
438,40,Worldwide, ADPKD , Autosomal Dominant Polycystic Kidney Disease ,Medical,Diseases & Conditions
439,80,Worldwide, Adr , Address/Adresse ,Academic & Science,Language & Linguistics
440,40,Worldwide, ADR , Advanced Digital Recording ,Computing,Data Storage 
441,40,Worldwide, ADR , Adverse Drug Reaction ,Medical,Diseases & Conditions
442,30,Slovenia, ADR , Adria Airways ,Transport & Travel,Airline Codes
443,20,United States, ADR , American Depositary Receipt ,Business,Finance
444,20,Worldwide, ADR , Automatic Dialogue Replacement ,News & Entertainment,Movies & Film
445,20,United States, ADR , Asset Depreciation Range ,Business,Finance
446,20,Worldwide, ADR , Astra Digital Radio ,Technology,Communication
447,20,Worldwide, ADR , Automatic Diagnostic Repository ,Computing,Databases
448,30,Worldwide, ADRMP , Automatic Dialing and Recorded Message Player ,Technology,Instruments & Devices
449,90,Worldwide, Ads , Advertisements ,Business,Marketing
450,80,Worldwide, ADS , Advanced Design System ,Computing,Software & Applications
451,80,Worldwide, ADS , Astrophysics Data System ,Academic & Science,Astronomy & Space Science
452,70,United States, ADS , American Depositary Share ,Business,Stock Market
453,60,Worldwide, ADS , Acupuncture Detoxification Specialist ,Medical,Alternative Medicine
454,60,Worldwide, ADS , Adaptive Damping System ,Technology,Automotive
455,60,Worldwide, ADS , Active Directory Service ,Computing,Software & Applications
456,50,United States, ADS , Active Denial System ,Governmental,Military
457,40,Worldwide, ADS , Acquired Demyelinating Syndromes ,Medical,Diseases & Conditions
458,40,United States, ADS , Alliance Data Systems ,Business,NYSE Symbols
459,40,France, ADS , Adjoints de Sécurité ,Governmental,Police
460,40,Worldwide, ADS , Automatic Dependent Surveillance ,Technology,Airplanes & Aircraft
461,40,Worldwide, ADS , Alternate Data Stream ,Computing,Data Storage 
462,40,United States, ADS , American Dialect Society ,Associations & Organizations,Regional Organizations
463,40,Worldwide, ADS , Atmospheric Diving Suit ,Technology,Tech Terms
464,70,Worldwide, ADSC , Array Advanced Digital Scan Converter ,Technology,Instruments & Devices
465,80,Worldwide, ADSL , Asymmetric Digital Subscriber Line ,Computing,Networking
466,40,Worldwide, ADT , Average Daily Traffic ,Transport & Travel,Land Transport
467,30,Worldwide, ADT , Abstract Data Type ,Computing,Programming & Development
468,30,United States, ADT , Active Duty for Training ,Governmental,Military
469,30,Worldwide, ADT , Android Developer Tools ,Computing,Programming & Development
470,30,United States, ADT , Ada Municipal Airport ,Transport & Travel,Airport Codes
471,20,United States, ADT , American Discovery Trail ,Transport & Travel,Roads & Highways
472,20,United States, ADT , Active Denial Technology ,Governmental,Weapons & Forces
473,90,Worldwide, adv , Adverb ,Academic & Science,Language & Linguistics
474,70,Worldwide, Adv , Advocate ,Governmental,Law & Legal
475,50,Worldwide, ADV , Advertising/Advertisement ,Business,Marketing
476,40,Worldwide, ADV , Average Daily Volume ,Business,Stock Market
477,30,Worldwide, ADV , Acoustic Doppler Velocimeter ,Technology,Instruments & Devices
478,30,Worldwide, ADV , Aleutian Disease Virus ,Animal Kingdom,Animal Diseases
479,20,United States, ADV , A.D. Vision ,Business,Companies & Corporations
480,20,Worldwide, ADV , Acoustic Droplet Vaporization ,Academic & Science,Physics
481,20,United Kingdom, ADV , Andover Airport ,Transport & Travel,Airport Codes
482,20,United Kingdom, ADV , Andover station ,Transport & Travel,Railway Station Codes
483,20,Australia, ADV , Australian Defence Vessel ,Governmental,Military
484,60,Worldwide, advert , Advertisement ,Business,Marketing
485,40,Worldwide, AdvFS , Advanced File System ,Computing,Data Storage 
486,50,European Union, AECC , Association for Emissions Control by Catalyst ,Associations & Organizations,Technological Organizations
487,40,United Kingdom, AECC , Aberdeen Exhibition and Conference Centre ,Regional,Buildings & Landmarks
488,40,United States, AECC , Arkansas Electric Cooperative Corporation ,Business,Companies & Corporations
489,20,United States, AECC , American Evangelical Christian Churches ,Associations & Organizations,Religious Organizations
490,20,United States, AECC , Accounting Education Change Commission ,Associations & Organizations,Professional Associations
491,30,India, AECS , Atomic Energy Central School ,Academic & Science,Universities & Institutions
492,10,United States, AECS , Aeronautical Emergency Communications System Plan ,Governmental,Military
493,10,India, AECS , Asia Evangelical College and Seminary ,Academic & Science,Universities & Institutions
494,30,Australia, AEDST , Australian Eastern Daylight Saving Time ,Regional,Time Zones 
495,60,United States, AEI , American Enterprise Institute ,Associations & Organizations,Regional Organizations
496,30,Worldwide, AEI , Archive of European Integration ,Computing,Internet
497,30,Worldwide, AEI , Automatic Equipment Identification ,Technology,Robotics & Automation
498,30,India, AEI , Applied Electronics & Instrumentation ,Academic & Science,Courses
499,20,Spain, AEI , Algeciras Airport ,Transport & Travel,Airport Codes
500,10,Worldwide, AEI , Albert Einstein Institution ,Associations & Organizations,Non-Profit Organizations
501,60,Worldwide, AEN , Agence pour l’Energie Nucléaire ,Associations & Organizations,International Orgaizations
502,30,Worldwide, AEN , Address Enable ,Academic & Science,Electronics
503,20,Worldwide, AEN , Acute Esophageal Necrosis ,Medical,Diseases & Conditions
504,60,Worldwide, AEO , American Eagle Outfitters ,Business,NYSE Symbols
